N° auto;nom;région administrative;adresse;code INSEE;commune;population de la commune;DEP;N°UU;unité urbaine;population unité urbaine;situation géographique;écrans;fauteuils;semaines d'activité;séances;entrées 2020;entrées 2019;évolution entrées;tranche d'entrées;propriétaire;programmateur;AE;catégorie Art et Essai;label Art et Essai;genre;multiplexe;zone de la commune;nombre de films programmés;nombre de films inédits;nombre de films en semaine 1;PdM en entrées des films français;PdM en entrées des films américains;PdM en entrées des films européens;PdM en entrées des autres films;films Art et Essai;part des séances de films Art et Essai;PdM en entrées des films Art et Essai;latitude;longitude
9452;LE LOUXOR;ILE-DE-FRANCE;170 BOULEVARD DE MAGENTA;75110;Paris 10e Arrondissement;91770;75;00851;Paris;10706072;01-Paris;3;556;31;3 180;92 428;168 403;-0,5;De 80 à 100 000 entrées;CINELOUXOR;SARL EXHANTHUS;OUI;A;RDJPPR;FIXE;NON;C;158;48;35;39,0;27,2;23,4;10,4;120;77,7;79,1;48.883487;2.349853
9600;MK2 BIBLIOTHEQUE;ILE-DE-FRANCE;128 A 162 AVENUE DE FRANCE;75113;Paris 13e Arrondissement;183216;75;00851;Paris;10706072;01-Paris;16;2952;31;20 278;428 669;487 926;-0,1;De 300 à 450 000 entrées;MK2 CINEMAS;SA MK2 VISION;NON;NON;;FIXE;OUI;C;274;181;163;32,3;40,0;17,4;10,3;135;43,5;43,3;48.833718;2.373922
9616;MK2 A&E;ILE-DE-FRANCE;15/43 QUAI FRANCOIS MAURIAC;75113;Paris 13e Arrondissement;183216;75;00851;Paris;10706072;01-Paris;4;520;16;2 712;41 420;91 197;-0,5;De 40 à 50 000 entrées;MK2 A & E;SA MK2 VISION;NON;NON;;FIXE;NON;C;66;52;19;44,2;29,6;8,9;17,3;46;69,2;70,8;48.832993;2.378615
9700;PATHE BEAUGRENELLE;ILE-DE-FRANCE;7 RUE LINOIS;75115;Paris 15e Arrondissement;234994;75;00851;Paris;10706072;01-Paris;10;1962;31;9 367;261 343;12 896;19,3;De 200 à 300 000 entrées;PATHE BEAUGRENELLE;LES CINEMAS GAUMONT PATHE;NON;NON;;FIXE;OUI;C;154;88;79;33,2;46,8;16,3;3,7;47;31,8;32,6;48.848895;2.282585
9802;CLUB DE L ETOILE;ILE-DE-FRANCE;14 RUE TROYON;75117;Paris 17e Arrondissement;168533;75;00851;Paris;10706072;01-Paris;1;161;14;103;2 392;255 631;-1,0;De 2 à 5 000 entrées;SOCIETE CINEMATOGRAPHIQUE THEATRALE ET AUDIOVISUELLE CTAV 14;;NON;NON;;FIXE;NON;C;40;14;1;27,7;38,1;9,6;24,6;19;59,2;32,2;48.876113;2.295345
9803;LES 7 BATIGNOLLES CINEMOVIDA;ILE-DE-FRANCE;ALLEE COLETTE HEILBRONNER;75117;Paris 17e Arrondissement;168533;75;00851;Paris;10706072;01-Paris;7;1151;31;6 084;51 795;1 330 204;-1,0;De 50 à 80 000 entrées;LES 7 BATIGNOLLES;LES CINEMAS GAUMONT PATHE;NON;NON;;FIXE;NON;C;152;82;72;39,9;39,2;14,7;6,2;76;41,7;44,6;48.893315;2.311503
9900;MK2 QUAI DE LOIRE;ILE-DE-FRANCE;5/19 QUAI DE LA LOIRE;75119;Paris 19e Arrondissement;185654;75;00851;Paris;10706072;01-Paris;6;1108;31;7 223;173 285;149 092;0,2;De 150 à 200 000 entrées;MK2 QUAI DE LOIRE;SA MK2 VISION;NON;NON;;FIXE;NON;C;131;94;57;40,9;35,5;19,9;3,7;77;51,0;52,5;48.885067;2.374123
9906;UGC CINE CITE PARIS 19;ILE-DE-FRANCE;166 BOULEVARD MAC DONALD;75119;Paris 19e Arrondissement;185654;75;00851;Paris;10706072;01-Paris;14;2790;31;13 252;177 666;807 114;-0,8;De 150 à 200 000 entrées;UGC CINE CITE;UGC DIFFUSION;NON;NON;;FIXE;OUI;C;257;154;137;38,5;44,6;12,4;4,5;128;36,6;32,9;48.898991;2.376757
9920;PATHE;ILE-DE-FRANCE;30 AVENUE CORENTIN CARIOU;75119;Paris 19e Arrondissement;185654;75;00851;Paris;10706072;01-Paris;16;2901;31;15 260;187 681;10 101;17,6;De 150 à 200 000 entrées;PATHE LA VILLETTE;LES CINEMAS GAUMONT PATHE;NON;NON;;FIXE;OUI;C;224;123;106;25,5;58,4;10,8;5,3;56;18,0;12,1;48.897016;2.385181
9950;CGR PARIS LILAS;ILE-DE-FRANCE;PLACE DU MAQUIS DU VERCORS;75120;Paris 20e Arrondissement;195556;75;00851;Paris;10706072;01-Paris;7;1394;31;7 033;82 424;127 852;-0,4;De 80 à 100 000 entrées;CINELILAS;SARL LES FILMS DE LA ROCHELLE;NON;NON;;FIXE;NON;C;117;68;64;36,2;50,9;7,3;5,5;24;13,7;11,2;48.852605;2.406733
10184;REX;HAUTS DE FRANCE;26 PLACE CLEMENCEAU;80001;Abbeville;23278;80;80401;Abbeville;26023;05-Unités urbaines de 20 000 à 100 000 hbts;3;511;30;1 161;12 265;19 939;-0,4;De 10 à 20 000 entrées;RD DIFFUSION;;OUI;D;RDJPPR;FIXE;NON;C;136;66;22;74,4;15,3;4,7;5,6;104;27,5;17,1;50.108677;1.834667
10192;CGR ABBEVILLE LA SUCRERIE;HAUTS DE FRANCE;2 RUE DE MENCHECOURT;80001;Abbeville;23278;80;80401;Abbeville;26023;05-Unités urbaines de 20 000 à 100 000 hbts;8;1209;31;8 073;79 017;5 102;14,5;De 50 à 80 000 entrées;ABBEVILLE CINE;SARL LES FILMS DE LA ROCHELLE;NON;NON;;FIXE;OUI;C;119;83;81;61,5;22,0;9,7;6,9;16;63,0;65,6;50.115049;1.824393
10552;SALLE CHARLES CHAPLIN;ILE-DE-FRANCE;ESPACE CULTUREL ALAIN POHER 7 AVENUE AUGUSTE DURU;94001;Ablon-sur-Seine;5527;94;00851;Paris;10706072;02-Grande Couronne;1;188;14;40;514;450 743;-1,0;Moins de 2000 entrées;LES BORDS DE SCENES;;NON;NON;;FIXE;NON;B;36;36;1;73,8;20,5;3,2;2,5;11;35,3;35,9;48.724181;2.420302
10992;PANDORA;ILE-DE-FRANCE;6 ALLEE SIMONE SIGNORET;78005;Achères;21053;78;00851;Paris;10706072;03-Petite couronne;3;257;26;2 219;30 614;547 650;-0,9;De 30 à 40 000 entrées;CINE ACHERES PANDORA;;OUI;C;RDJP;FIXE;NON;B;138;91;43;64,7;20,4;9,3;5,6;93;64,9;63,5;48.960956;2.067774
11101;LE FOYER;BRETAGNE;RUE NDU STADE;35001;Acigné;6521;35;35206;Acigné;6521;06-autres communes et unités urbaines;2;268;25;429;11 347;11 281;0,0;De 10 à 20 000 entrées;ASSOCIATION POUR LE DEVELOPPEMENT DU CINEMA A ACIGNE;SAS CINE DIFFUSION;OUI;E;;FIXE;NON;I;131;95;7;60,9;15,1;15,5;8,4;72;71,5;77,7;48.135609;-1.537695
11527;TRAVELLING;OCCITANIE;RUE BRESCOU;34003;Agde;26946;34;34401;Agde;26946;05-Unités urbaines de 20 000 à 100 000 hbts;4;757;30;2 832;39 662;14 848;1,7;De 30 à 40 000 entrées;LE FESTIVAL;;OUI;D;RDJPPR;FIXE;NON;I;159;115;61;34,2;56,6;5,2;4,0;79;13,4;8,3;43.31185;3.473009
11592;CGR AGEN;NOUVELLE AQUITAINE;PLACE DU PIN;47001;Agen;33988;47;47501;Agen;81266;05-Unités urbaines de 20 000 à 100 000 hbts;10;1595;31;9 985;86 644;19 806;3,4;De 80 à 100 000 entrées;CAP CINEMA AGEN;SARL LES FILMS DE LA ROCHELLE;NON;NON;;FIXE;OUI;C;172;129;119;59,8;15,4;11,3;13,5;54;68,4;78,7;44.204567;0.624721
11854;CINEMA DE L'ESPACE;NORMANDIE;AVENUE ROOSEVELT;50003;Agon-Coutainville;2796;50;50203;Agon-Coutainville;7475;06-autres communes et unités urbaines;1;79;30;281;3 642;8 493;-0,6;De 2 à 5 000 entrées;ASSOCIATION DU CINEMA DE LA PLAGE;;OUI;E;JPPR;FIXE;NON;C;98;78;2;56,1;25,3;9,5;9,1;51;38,8;39,8;49.048659;-1.595352
12101;L AIGLON;NORMANDIE;7 RUE DU DOCTEUR ROUYER;61214;L' Aigle;8053;61;61301;L'Aigle;11190;06-autres communes et unités urbaines;1;490;31;515;11 705;17 191;-0,3;De 10 à 20 000 entrées;CINEMA L' AIGLON (EX CASINO DE JOINVILLE SARL);SARL NORD OUEST EXPLOITATION CINEMA;OUI;E;;FIXE;NON;C;133;87;13;20,4;79,6;0,0;0,0;73;0,0;0,0;48.762976;0.62734
12401;STUDIO;AUVERGNE / RHONE-ALPES;VALMOREL;73024;Les Avanchers-Valmorel;766;73;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;2;345;21;549;6 590;6 619;0,0;De 5 à 10 000 entrées;REGIE SERVICE PUBLIC STATION VALMOPARC;SARL MC4 DISTRIBUTION;NON;NON;;FIXE;NON;R;95;75;12;49,6;34,2;13,2;3,0;29;47,0;49,2;45.46071;6.441929
12454;CINEMA MUNICIPAL MARCEL PAGNOL;OCCITANIE;9 RUE VICTOR HUGO;30003;Aigues-Mortes;8385;30;30210;Aigues-Mortes;8385;06-autres communes et unités urbaines;1;168;29;521;3 343;31 740;-0,9;De 2 à 5 000 entrées;GRAND ECRAN POUR TOUS;;OUI;E;JP;FIXE;NON;I;118;88;15;57,7;20,2;16,4;5,7;50;45,0;52,5;43.566091;4.189267
12562;THEOPHILE DE VIAU;NOUVELLE AQUITAINE;PLACE DE LA MAIRIE;47004;Aiguillon;4346;47;47103;Aiguillon;4631;06-autres communes et unités urbaines;1;254;31;345;5 260;155 968;-1,0;De 5 à 10 000 entrées;CIRCUIT ARTS ET LOISIRS;SAINT LOUIS;OUI;E;JPPR;FIXE;NON;C;141;116;0;55,0;32,0;9,9;3,1;73;35,0;29,6;44.299994;0.336667
12572;LE GOELAND;PAYS DE LA LOIRE;RUE DU GL LECLERC ET RUE PASTEUR;85001;L' Aiguillon-sur-Mer;2121;85;85114;L'Aiguillon-sur-Mer;2792;06-autres communes et unités urbaines;1;320;25;492;3 833;23 217;-0,8;De 2 à 5 000 entrées;SOCIETE CINEMATOGRAPHIQUE LUCONNAISE;SUD CINE;NON;NON;;FIXE;NON;C;118;79;8;61,1;27,4;6,4;5,0;43;61,6;66,0;46.332847;-1.303138
12612;CINEMA MODERNE;CENTRE-VAL DE LOIRE;CHEMIN DU CINEMA;36001;Aigurande;1458;36;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;286;26;335;3 172;11 922;-0,7;De 2 à 5 000 entrées;VILLE D'AIGURANDE;;OUI;E;;FIXE;NON;R;72;60;0;48,3;34,1;13,9;3,7;31;48,8;57,8;46.431926;1.830697
12833;LA SALLE DE SPECTACLE ET LE CINEMA;AUVERGNE / RHONE-ALPES;493 AVENUE DE LA GARE;73006;Aime-la-Plagne;4434;73;73201;Aime;8119;06-autres communes et unités urbaines;1;150;16;34;1 081;10 747;-0,9;Moins de 2000 entrées;73210 ZIMAGES;;NON;NON;;FIXE;NON;C;31;29;2;28,8;61,7;6,6;3,0;12;15,6;8,6;45.555539;6.651442
13151;GALAXIE;NOUVELLE AQUITAINE;16 AV DES PYRENEES;40001;Aire-sur-l'Adour;6099;40;00263;Aire-sur-l'Adour;7462;06-autres communes et unités urbaines;2;444;29;546;3 266;20 689;-0,8;De 2 à 5 000 entrées;CUNY ROBERT JOSEPH AUGUST;;NON;NON;;FIXE;NON;C;111;85;0;20,8;66,5;12,7;0,0;49;38,8;31,5;43.699953;-0.265292
13161;ESPACE CULTUREL AREA;HAUTS DE FRANCE;6 PLACE DU CHATEAU;62014;Aire-sur-la-Lys;9853;62;00752;Béthune;355543;04-Unités urbaines de 100 000 hbts ou plus;1;268;16;61;3 943;5 112;-0,2;De 2 à 5 000 entrées;OCINE;;NON;NON;;FIXE;NON;B;32;18;0;57,1;16,6;9,7;16,6;17;69,9;77,5;50.639733;2.390569
13405;RENOIR;PROVENCE-ALPES-COTE D'AZUR;24 COURS MIRABEAU;13001;Aix-en-Provence;142668;13;00759;Marseille - Aix-en-Provence;1585498;04-Unités urbaines de 100 000 hbts ou plus;3;431;31;2 270;64 001;7 477;7,6;De 50 à 80 000 entrées;SOCIETE AIXOISE CINEMATOGRAPHIQUE;;OUI;C;RD;FIXE;NON;B;79;57;52;62,6;30,2;5,1;2,1;69;16,2;24,3;43.526562;5.448932
13413;CEZANNE;PROVENCE-ALPES-COTE D'AZUR;1 RUE MARCEL GUILLAUME;13001;Aix-en-Provence;142668;13;00759;Marseille - Aix-en-Provence;1585498;04-Unités urbaines de 100 000 hbts ou plus;9;1539;31;8 346;143 527;28 965;4,0;De 100 à 150 000 entrées;LE CEZANNE;LES CINEMAS GAUMONT PATHE;NON;NON;;FIXE;OUI;B;133;96;93;68,3;21,6;6,6;3,4;34;44,3;58,5;43.525387;5.446893
13423;LE MAZARIN;PROVENCE-ALPES-COTE D'AZUR;3TER RUE MAZARINE - 6 RUE LAROQU;13001;Aix-en-Provence;142668;13;00759;Marseille - Aix-en-Provence;1585498;04-Unités urbaines de 100 000 hbts ou plus;3;438;31;2 438;54 697;188 613;-0,7;De 50 à 80 000 entrées;CINEMAZARIN;LES CINEMAS GAUMONT PATHE;OUI;C;RD;FIXE;NON;B;120;77;64;67,9;18,1;4,8;9,3;106;33,2;52,2;43.526103;5.448686
13454;ARMAND LUNEL;PROVENCE-ALPES-COTE D'AZUR;RUE DES ALLUMETTES;13001;Aix-en-Provence;142668;13;00759;Marseille - Aix-en-Provence;1585498;04-Unités urbaines de 100 000 hbts ou plus;1;165;27;519;12 670;204 415;-0,9;De 10 à 20 000 entrées;INSTITUT DE L'IMAGE;;OUI;C;JPPR;FIXE;NON;B;129;9;2;56,4;31,0;7,8;4,9;94;33,1;23,1;43.524462;5.439812
13513;VICTORIA;AUVERGNE / RHONE-ALPES;36 AV VICTORIA;73008;Aix-les-Bains;29822;73;73601;Chambéry;187010;04-Unités urbaines de 100 000 hbts ou plus;5;870;28;2 696;16 629;45 974;-0,6;De 10 à 20 000 entrées;VICTORIA;SAS JFR (Roupioz);OUI;C;PR;FIXE;NON;B;153;109;69;55,5;32,6;8,5;3,4;117;30,1;26,4;45.68994;5.909791
13622;ESPACE CULTUREL VILLENEUVE;PAYS DE LA LOIRE;ROUTE DE CHALLANS;85003;Aizenay;9212;85;85206;Aizenay;9212;06-autres communes et unités urbaines;2;250;29;632;9 408;295 538;-1,0;De 5 à 10 000 entrées;ASSOCIATION CINE AIZENAY;;OUI;E;;FIXE;NON;I;138;108;8;60,3;33,4;4,1;2,1;51;51,5;53,4;46.744249;-1.6164029999999912
13683;ESPACE CULTUREL MUNICIPAL;CORSE;BOULEVARD PASCAL ROSSINI;2A004;Ajaccio;68462;2A;2A501;Ajaccio;68462;05-Unités urbaines de 20 000 à 100 000 hbts;1;319;2;37;2 939;17 721;-0,8;De 2 à 5 000 entrées;ASSOCIATION LATINITA;;NON;NON;;FIXE;NON;I;16;3;0;62,9;22,3;7,3;7,5;11;43,4;60,1;41.915976;8.731036
13685;ESPACE DIAMANT;CORSE;BOULEVARD PASCAL ROSSIMI;2A004;Ajaccio;68462;2A;2A501;Ajaccio;68462;05-Unités urbaines de 20 000 à 100 000 hbts;1;295;7;15;1 111;5 010;-0,8;Moins de 2000 entrées;VILLE D AJACCIO;;NON;NON;;FIXE;NON;I;10;2;0;66,7;21,8;6,7;4,8;8;37,2;30,0;41.915976;8.731036
13686;L ELLIPSE;CORSE;BD LOUIS CAMPI;2A004;Ajaccio;68462;2A;2A501;Ajaccio;68462;05-Unités urbaines de 20 000 à 100 000 hbts;6;1147;29;5 000;92 569;68 288;0,4;De 80 à 100 000 entrées;MSGCINEMA;;OUI;D;JPPR;FIXE;NON;I;253;158;96;68,2;22,7;9,1;0,0;110;36,2;60,3;41.943558;8.753935
14033;LE CASINO;HAUTS DE FRANCE;29 RUE DE BOULAN;80016;Albert;9931;80;80301;Albert;9931;06-autres communes et unités urbaines;2;360;27;678;12 635;5 354;1,4;De 10 à 20 000 entrées;BLED ALAIN JOSEPH CHARLES;;NON;NON;;FIXE;NON;I;98;65;20;54,0;29,7;8,7;7,5;24;51,1;54,5;50.004652;2.648257
14071;LE DOME GAMBETTA;AUVERGNE / RHONE-ALPES;12 RUE GAMBETTA;73011;Albertville;18969;73;73401;Albertville;40293;05-Unités urbaines de 20 000 à 100 000 hbts;1;247;17;294;5 679;334 960;-1,0;De 5 à 10 000 entrées;LES AMIS DU CINEMA;;NON;NON;;FIXE;NON;C;27;20;13;54,5;27,6;11,2;6,7;2;29,0;23,0;45.677069;6.392496
14073;LE DOME;AUVERGNE / RHONE-ALPES;135 PLACE DE L EUROPE;73011;Albertville;18969;73;73401;Albertville;40293;05-Unités urbaines de 20 000 à 100 000 hbts;2;365;29;1 187;19 309;113 700;-0,8;De 10 à 20 000 entrées;LES AMIS DU CINEMA;;OUI;D;RDJP;FIXE;NON;C;147;103;34;54,9;5,0;22,6;17,5;89;80,0;88,7;45.676502;6.391967
14102;CGR ALBI LAPEROUSE;OCCITANIE;60 RUE SERE DE RIVIERES;81004;Albi;49475;81;81502;Albi;74751;05-Unités urbaines de 20 000 à 100 000 hbts;3;467;27;1 362;15 562;33 263;-0,5;De 10 à 20 000 entrées;PLOUHEL;SARL LES FILMS DE LA ROCHELLE;OUI;D;RDJPPR;FIXE;NON;C;117;78;55;48,2;38,1;12,6;1,1;95;38,0;36,1;43.92676;2.149209
14114;Cinéma SNA;OCCITANIE;P. DE L'AMITIE ENTRE LES PEUPLES;81004;Albi;49475;81;81502;Albi;74751;05-Unités urbaines de 20 000 à 100 000 hbts;1;142;25;397;7 493;32 221;-0,8;De 5 à 10 000 entrées;ASSOCIATION DE GESTION DE LA SCENE NATIONALE D'ALBI;SNC SAGEC - CINE 32 VEO;OUI;D;RDJPPR;FIXE;NON;C;107;56;2;32,2;51,8;5,8;10,3;89;25,4;33,5;43.923796;2.144604
14222;CASSE MASSION;AUVERGNE / RHONE-ALPES;LA RUA;73013;Albiez-Montrond;382;73;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;214;20;139;2 182;132 243;-1,0;De 2 à 5 000 entrées;SYNDICAT INITIATIVE ALBIEZ;SARL MC4 DISTRIBUTION;NON;NON;;FIXE;NON;R;73;57;6;0,0;36,2;0,0;63,8;19;100,0;100,0;45.217522;6.343043
14445;PLANET'CINE;NORMANDIE;194 RUE DE BRETAGNE;61001;Alençon;26069;61;00461;Alençon;41758;05-Unités urbaines de 20 000 à 100 000 hbts;7;1199;31;4 382;80 071;27 972;1,9;De 80 à 100 000 entrées;LES ECRANS D' ALENCON;SAS CINE DIFFUSION;OUI;D;;FIXE;NON;C;174;125;83;46,3;45,3;6,8;1,6;82;23,9;21,7;48.433552;0.063775
14533;CINEPLANET;OCCITANIE;BOULEVARD VAUBAN;30007;Alès;39535;30;30501;Alès;94393;05-Unités urbaines de 20 000 à 100 000 hbts;8;1309;31;6 713;86 008;7 749;10,1;De 80 à 100 000 entrées;COMPAGNIE CINEMATOGRAPHIQUE IMMOBILIERE CEVENOLE;SARL MC4 DISTRIBUTION;OUI;D;RD;FIXE;OUI;C;276;157;147;64,0;27,8;4,5;3,7;95;40,9;45,5;44.125939;4.077527
14693;LE POLE CULTUREL;ILE-DE-FRANCE;82 RUE MARCEL BOURDARIAS;94002;Alfortville;44410;94;00851;Paris;10706072;02-Grande Couronne;1;410;18;34;2 815;613 992;-1,0;De 2 à 5 000 entrées;L'AVANT-SCENE;;NON;NON;;FIXE;NON;B;33;25;0;61,0;26,4;7,0;5,6;12;36,2;37,2;48.807586;2.422346
15374;BEL' DONNE;AUVERGNE / RHONE-ALPES;PLACE DE VERDUN;38006;Allevard;4124;38;00358;Allevard;14573;06-autres communes et unités urbaines;2;241;31;744;12 147;333 276;-1,0;De 10 à 20 000 entrées;BOCCA BERNARD ALBERT;SNC SAGEC - CINE 32 VEO;OUI;E;JP;FIXE;NON;C;119;100;28;59,2;27,4;6,3;7,1;59;36,2;38,1;45.394059;6.075331
15682;SALLE POLYVALENTE;PAYS DE LA LOIRE;SALLE POLYVALENTE;72003;Allonnes;11128;72;72701;Le Mans;210018;04-Unités urbaines de 100 000 hbts ou plus;1;600;28;390;14 642;18 177;-0,2;De 10 à 20 000 entrées;CINEAMBUL 72;;NON;NON;;ITINERANT;NON;B;77;31;0;55,5;30,6;8,9;4,9;39;36,1;42,3;47.983405;0.148339
15741;CINEMA DE L AIGUILLE;PROVENCE-ALPES-COTE D'AZUR;RESIDENCE DE L AIGUILLE;04006;Allos;697;04;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;187;23;310;4 563;28 958;-0,8;De 2 à 5 000 entrées;LEATHOM;SARL MC4 DISTRIBUTION;NON;NON;;FIXE;NON;R;109;88;31;55,0;31,5;5,6;7,9;34;56,9;62,3;44.283294;6.539965
15792;LE MOTTARET;AUVERGNE / RHONE-ALPES;STATION DE MERIBEL;73015;Les Allues;1848;73;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;172;20;224;2 364;11 022;-0,8;De 2 à 5 000 entrées;GERARD DAVOINE ET SES ENFANTS;;NON;NON;;FIXE;NON;R;52;37;3;35,9;51,8;8,5;3,8;16;27,4;18,5;45.404713;6.578019
16081;PALACE LUMIERE;GRAND EST;2, BOULEVARD CLÉMENCEAU;68004;Altkirch;5740;68;68206;Altkirch;8921;06-autres communes et unités urbaines;4;576;31;2 440;30 283;7 739;2,9;De 30 à 40 000 entrées;CHARLES PAUL;SARL NORD OUEST EXPLOITATION CINEMA;OUI;E;JP;FIXE;NON;C;178;116;51;48,0;27,3;8,5;16,3;95;46,8;57,7;47.62383;7.236058
16573;LA FACADE 1;AUVERGNE / RHONE-ALPES;RUE BLAISE PASCAL;63003;Ambert;6743;63;63203;Ambert;7287;06-autres communes et unités urbaines;2;307;30;570;6 821;73 409;-0,9;De 5 à 10 000 entrées;COMMUNE D'AMBERT;SNC SAGEC - CINE 32 VEO;OUI;E;JP;FIXE;NON;C;98;73;1;37,3;51,6;6,2;5,0;44;22,1;22,2;45.547184;3.745498
16803;CINEA;CENTRE-VAL DE LOIRE;3 PLACE ST DENIS;37003;Amboise;13119;37;37701;Tours;353042;04-Unités urbaines de 100 000 hbts ou plus;2;354;31;1 011;13 505;33 578;-0,6;De 10 à 20 000 entrées;SARL MERLIN L;;NON;NON;;FIXE;NON;B;97;67;36;58,9;27,5;10,1;3,5;35;54,8;53,1;47.41057;0.980035
17082;CASINO MUNICIPAL;OCCITANIE;4 AVENUE DU DOCTEUR BOUIX;66003;Amélie-les-Bains-Palalda;3493;66;66204;Amélie-les-Bains-Palalda;6188;06-autres communes et unités urbaines;1;196;19;117;643;437 310;-1,0;Moins de 2000 entrées;SA CASINO D'AMELIE LES BAINS;CINEMAGINAIRE;NON;NON;;FIXE;NON;C;57;54;0;58,1;31,2;5,8;4,9;18;59,7;62,8;42.472951;2.670403
17303;STUDIO ORSON WELLES;HAUTS DE FRANCE;2 PLACE LEON GONTIER;80021;Amiens;132874;80;80601;Amiens;162637;04-Unités urbaines de 100 000 hbts ou plus;1;175;28;606;10 922;11 145;0,0;De 10 à 20 000 entrées;MAISON DE LA CULTURE D AMIENS;;OUI;B;RDJPPR;FIXE;NON;C;104;52;7;57,6;31,1;8,4;2,9;86;41,5;50,0;49.89407;2.292451
17325;CINE SAINT LEU;HAUTS DE FRANCE;5-9 RUE DE LA PLUMETTE;80021;Amiens;132874;80;80601;Amiens;162637;04-Unités urbaines de 100 000 hbts ou plus;1;254;31;820;25 039;420 743;-0,9;De 20 à 30 000 entrées;ASS JOURNEES CINE AMIENS CONTRE RACISME;;OUI;B;RDJPPR;FIXE;NON;C;91;48;20;52,9;37,5;5,1;4,5;79;37,0;38,9;49.896685;2.302146
17326;GAUMONT;HAUTS DE FRANCE;5 BOULEVARD DE BELFORT;80021;Amiens;132874;80;80601;Amiens;162637;04-Unités urbaines de 100 000 hbts ou plus;12;2682;31;10 329;229 212;785 467;-0,7;De 200 à 300 000 entrées;GAUMONT PICARDIE;LES CINEMAS GAUMONT PATHE;NON;NON;;FIXE;OUI;C;217;134;122;51,7;41,0;5,6;1,6;62;35,0;29,8;49.889445;2.304933
17545;GAUMONT;GRAND EST;RUE DE L'EUROPE;57019;Amnéville;10657;57;57701;Metz;285268;04-Unités urbaines de 100 000 hbts ou plus;12;2568;31;9 715;105 557;64 245;0,6;De 100 à 150 000 entrées;GAUMONT;LES CINEMAS GAUMONT PATHE;NON;NON;;FIXE;OUI;B;186;110;96;21,9;66,0;9,1;3,0;43;13,0;8,6;49.244796;6.132187
17803;EDEN 3;PAYS DE LA LOIRE;90 RUE ANDREE ET MARCE BRAUD;44003;Ancenis;7510;44;44301;Ancenis;10403;06-autres communes et unités urbaines;3;549;30;1 526;49 471;537 008;-0,9;De 40 à 50 000 entrées;ASSOCIATION LOUIS LUMIERE;;OUI;E;JPPR;FIXE;NON;C;237;165;19;21,3;61,3;10,1;7,2;138;24,5;20,7;47.364116;-1.178442
17961;CINEMA DE LA VIOUZE;AUVERGNE / RHONE-ALPES;AVENUE DE LA GARE;63004;Les Ancizes-Comps;1590;63;63112;Saint-Georges-de-Mons;3588;06-autres communes et unités urbaines;1;347;28;457;6 042;875 469;-1,0;De 5 à 10 000 entrées;CINEMA DE LA VIOUZE;SNC SAGEC - CINE 32 VEO;OUI;E;JP;FIXE;NON;B;131;97;1;67,6;12,5;8,0;11,8;54;40,0;50,4;45.928236;2.829038
18291;PALACE;NORMANDIE;19 R SELLENICK / AV REPUBLIQUE;27016;Les Andelys;8141;27;27207;Les Andelys;8404;06-autres communes et unités urbaines;3;407;31;1 807;26 206;306 340;-0,9;De 20 à 30 000 entrées;LE PALACE;SARL NORD OUEST EXPLOITATION CINEMA;OUI;E;JP;FIXE;NON;C;161;111;46;68,1;17,3;7,8;6,8;81;59,7;60,7;49.246748;1.416469
18701;NORMANDIE;CENTRE-VAL DE LOIRE;6 RUE DESIRE ROUSSEL;28007;Anet;2690;28;00361;Ézy-sur-Eure;17334;06-autres communes et unités urbaines;1;250;26;113;3 532;9 380;-0,6;De 2 à 5 000 entrées;COMMUNE D'ANET;;NON;NON;;FIXE;NON;C;54;40;0;61,9;26,1;8,2;3,8;16;45,3;48,2;48.857505;1.439036
18861;LES 400 COUPS;PAYS DE LA LOIRE;12 RUE CLAVEAU;49007;Angers;151520;49;49701;Angers;225978;04-Unités urbaines de 100 000 hbts ou plus;7;811;31;6 331;137 014;31 260;3,4;De 100 à 150 000 entrées;CYBELE;;OUI;A;RDJPPR;FIXE;NON;C;255;153;141;82,5;11,6;1,8;4,1;204;58,9;70,9;47.472132;-0.553522
18866;PATHE;PAYS DE LA LOIRE;AVENUE DES DROITS DE L'HOMME;49007;Angers;151520;49;49701;Angers;225978;04-Unités urbaines de 100 000 hbts ou plus;12;2522;31;10 398;216 384;4 577;46,3;De 200 à 300 000 entrées;GAUMONT;LES CINEMAS GAUMONT PATHE;NON;NON;;FIXE;OUI;C;228;130;114;49,5;37,8;7,4;5,2;62;33,0;34,0;47.478647;-0.549339
19242;LE CASTEILL;OCCITANIE;PLACE DU CASTELL;66004;Les Angles;528;66;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;197;25;197;3 510;7 121;-0,5;De 2 à 5 000 entrées;REGIE AUTONOME DES SPORTS ET LOISIRS LES ANGLES;SARL GPCI;NON;NON;;FIXE;NON;R;93;76;0;57,7;30,9;6,2;5,2;36;47,0;47,6;42.577018;2.075079
